time,th,Dth,psi,Dpsi,r,Dr,phi,Dphi,u,mode
6.4726731E-01,2.1727071E+01,6.3339792E+01,6.4549174E-01,-4.4798787E+00,9.0234210E-02,0.0000000E+00,2.0381303E+02,6.5566873E+02,2.0000000E-01,1.0000000E+00
6.4826731E-01,2.1790453E+01,6.3423269E+01,6.4101141E-01,-4.4807343E+00,9.0234210E-02,0.0000000E+00,2.0446910E+02,6.5648405E+02,2.0000000E-01,1.0000000E+00
6.4926731E-01,2.1853918E+01,6.3506724E+01,6.3653036E-01,-4.4813255E+00,9.0234210E-02,0.0000000E+00,2.0512599E+02,6.5729659E+02,2.0000000E-01,1.0000000E+00
6.5026731E-01,2.1917466E+01,6.3590158E+01,6.3204885E-01,-4.4816514E+00,9.0234210E-02,0.0000000E+00,2.0578370E+02,6.5810636E+02,2.0000000E-01,1.0000000E+00
6.5126731E-01,2.1981098E+01,6.3673570E+01,6.2756715E-01,-4.4817113E+00,9.0234210E-02,0.0000000E+00,2.0644221E+02,6.5891335E+02,2.0000000E-01,1.0000000E+00
6.5226731E-01,2.2044813E+01,6.3756960E+01,6.2308552E-01,-4.4815044E+00,9.0234210E-02,0.0000000E+00,2.0710152E+02,6.5971755E+02,2.0000000E-01,1.0000000E+00
6.5326731E-01,2.2108612E+01,6.3840329E+01,6.1860423E-01,-4.4810300E+00,9.0234210E-02,0.0000000E+00,2.0776164E+02,6.6051896E+02,2.0000000E-01,1.0000000E+00
6.5426731E-01,2.2172494E+01,6.3923677E+01,6.1412354E-01,-4.4802872E+00,9.0234210E-02,0.0000000E+00,2.0842256E+02,6.6131757E+02,2.0000000E-01,1.0000000E+00
6.5526731E-01,2.2236459E+01,6.4007003E+01,6.0964374E-01,-4.4792753E+00,9.0234210E-02,0.0000000E+00,2.0908428E+02,6.6211338E+02,2.0000000E-01,1.0000000E+00
6.5626731E-01,2.2300508E+01,6.4090309E+01,6.0516508E-01,-4.4779938E+00,9.0234210E-02,0.0000000E+00,2.0974679E+02,6.6290637E+02,2.0000000E-01,1.0000000E+00
6.5726731E-01,2.2364640E+01,6.4173593E+01,6.0068784E-01,-4.4764418E+00,9.0234210E-02,0.0000000E+00,2.1041009E+02,6.6369655E+02,2.0000000E-01,1.0000000E+00
6.5826731E-01,2.2428855E+01,6.4256857E+01,5.9621229E-01,-4.4746187E+00,9.0234210E-02,0.0000000E+00,2.1107418E+02,6.6448390E+02,2.0000000E-01,1.0000000E+00
6.5926731E-01,2.2493154E+01,6.4340099E+01,5.9173870E-01,-4.4725240E+00,9.0234210E-02,0.0000000E+00,2.1173905E+02,6.6526842E+02,2.0000000E-01,1.0000000E+00
6.6026731E-01,2.2557535E+01,6.4423321E+01,5.8726733E-01,-4.4701569E+00,9.0234210E-02,0.0000000E+00,2.1240471E+02,6.6605011E+02,2.0000000E-01,1.0000000E+00
6.6126731E-01,2.2622000E+01,6.4506522E+01,5.8279847E-01,-4.4675170E+00,9.0234210E-02,0.0000000E+00,2.1307115E+02,6.6682896E+02,2.0000000E-01,1.0000000E+00
6.6226731E-01,2.2686548E+01,6.4589702E+01,5.7833239E-01,-4.4646036E+00,9.0234210E-02,0.0000000E+00,2.1373837E+02,6.6760497E+02,2.0000000E-01,1.0000000E+00
6.6326731E-01,2.2751180E+01,6.4672862E+01,5.7386936E-01,-4.4614163E+00,9.0234210E-02,0.0000000E+00,2.1440636E+02,6.6837813E+02,2.0000000E-01,1.0000000E+00
6.6426731E-01,2.2815894E+01,6.4756002E+01,5.6940965E-01,-4.4579544E+00,9.0234210E-02,0.0000000E+00,2.1507513E+02,6.6914844E+02,2.0000000E-01,1.0000000E+00
6.6526731E-01,2.2880692E+01,6.4839121E+01,5.6495354E-01,-4.4542176E+00,9.0234210E-02,0.0000000E+00,2.1574466E+02,6.6991589E+02,2.0000000E-01,1.0000000E+00
6.6626731E-01,2.2945572E+01,6.4922219E+01,5.6050131E-01,-4.4502054E+00,9.0234210E-02,0.0000000E+00,2.1641496E+02,6.7068048E+02,2.0000000E-01,1.0000000E+00
6.6726731E-01,2.3010536E+01,6.5005297E+01,5.5605322E-01,-4.4459173E+00,9.0234210E-02,0.0000000E+00,2.1708602E+02,6.7144221E+02,2.0000000E-01,1.0000000E+00
6.6826731E-01,2.3075583E+01,6.5088355E+01,5.5160956E-01,-4.4413529E+00,9.0234210E-02,0.0000000E+00,2.1775784E+02,6.7220107E+02,2.0000000E-01,1.0000000E+00
6.6926731E-01,2.3140713E+01,6.5171393E+01,5.4717061E-01,-4.4365118E+00,9.0234210E-02,0.0000000E+00,2.1843042E+02,6.7295707E+02,2.0000000E-01,1.0000000E+00
6.7026731E-01,2.3205926E+01,6.5254411E+01,5.4273663E-01,-4.4313937E+00,9.0234210E-02,0.0000000E+00,2.1910375E+02,6.7371019E+02,2.0000000E-01,1.0000000E+00
6.7126731E-01,2.3271222E+01,6.5337408E+01,5.3830791E-01,-4.4259983E+00,9.0234210E-02,0.0000000E+00,2.1977784E+02,6.7446043E+02,2.0000000E-01,1.0000000E+00
6.7226731E-01,2.3336600E+01,6.5420386E+01,5.3388473E-01,-4.4203251E+00,9.0234210E-02,0.0000000E+00,2.2045267E+02,6.7520780E+02,2.0000000E-01,1.0000000E+00
6.7326731E-01,2.3402062E+01,6.5503344E+01,5.2946736E-01,-4.4143740E+00,9.0234210E-02,0.0000000E+00,2.2112825E+02,6.7595228E+02,2.0000000E-01,1.0000000E+00
6.7426731E-01,2.3467607E+01,6.5586282E+01,5.2505607E-01,-4.4081447E+00,9.0234210E-02,0.0000000E+00,2.2180458E+02,6.7669389E+02,2.0000000E-01,1.0000000E+00
6.7526731E-01,2.3533235E+01,6.5669199E+01,5.2065116E-01,-4.4016370E+00,9.0234210E-02,0.0000000E+00,2.2248164E+02,6.7743261E+02,2.0000000E-01,1.0000000E+00
6.7626731E-01,2.3598946E+01,6.5752098E+01,5.1625289E-01,-4.3948506E+00,9.0234210E-02,0.0000000E+00,2.2315944E+02,6.7816844E+02,2.0000000E-01,1.0000000E+00
6.7726731E-01,2.3664739E+01,6.5834976E+01,5.1186155E-01,-4.3877854E+00,9.0234210E-02,0.0000000E+00,2.2383798E+02,6.7890139E+02,2.0000000E-01,1.0000000E+00
6.7826731E-01,2.3730616E+01,6.5917835E+01,5.0747741E-01,-4.3804412E+00,9.0234210E-02,0.0000000E+00,2.2451724E+02,6.7963145E+02,2.0000000E-01,1.0000000E+00
6.7926731E-01,2.3796575E+01,6.6000674E+01,5.0310076E-01,-4.3728179E+00,9.0234210E-02,0.0000000E+00,2.2519724E+02,6.8035862E+02,2.0000000E-01,1.0000000E+00
6.8026731E-01,2.3862617E+01,6.6083493E+01,4.9873187E-01,-4.3649153E+00,9.0234210E-02,0.0000000E+00,2.2587796E+02,6.8108291E+02,2.0000000E-01,1.0000000E+00
6.8126731E-01,2.3928742E+01,6.6166293E+01,4.9437102E-01,-4.3567336E+00,9.0234210E-02,0.0000000E+00,2.2655940E+02,6.8180430E+02,2.0000000E-01,1.0000000E+00
6.8226731E-01,2.3994949E+01,6.6249073E+01,4.9001850E-01,-4.3482724E+00,9.0234210E-02,0.0000000E+00,2.2724157E+02,6.8252281E+02,2.0000000E-01,1.0000000E+00
6.8326731E-01,2.4061240E+01,6.6331834E+01,4.8567457E-01,-4.3395320E+00,9.0234210E-02,0.0000000E+00,2.2792445E+02,6.8323842E+02,2.0000000E-01,1.0000000E+00
6.8426731E-01,2.4127613E+01,6.6414575E+01,4.8133953E-01,-4.3305122E+00,9.0234210E-02,0.0000000E+00,2.2860804E+02,6.8395115E+02,2.0000000E-01,1.0000000E+00
6.8526731E-01,2.4194069E+01,6.6497297E+01,4.7701364E-01,-4.3212132E+00,9.0234210E-02,0.0000000E+00,2.2929235E+02,6.8466099E+02,2.0000000E-01,1.0000000E+00
6.8626731E-01,2.4260608E+01,6.6580000E+01,4.7269719E-01,-4.3116349E+00,9.0234210E-02,0.0000000E+00,2.2997736E+02,6.8536794E+02,2.0000000E-01,1.0000000E+00
6.8726731E-01,2.4327229E+01,6.6662683E+01,4.6839046E-01,-4.3017775E+00,9.0234210E-02,0.0000000E+00,2.3066308E+02,6.8607200E+02,2.0000000E-01,1.0000000E+00
6.8826731E-01,2.4393933E+01,6.6745346E+01,4.6409373E-01,-4.2916411E+00,9.0234210E-02,0.0000000E+00,2.3134951E+02,6.8677319E+02,2.0000000E-01,1.0000000E+00
6.8926731E-01,2.4460720E+01,6.6827991E+01,4.5980728E-01,-4.2812258E+00,9.0234210E-02,0.0000000E+00,2.3203663E+02,6.8747148E+02,2.0000000E-01,1.0000000E+00
6.9026731E-01,2.4527589E+01,6.6910616E+01,4.5553137E-01,-4.2705318E+00,9.0234210E-02,0.0000000E+00,2.3272445E+02,6.8816690E+02,2.0000000E-01,1.0000000E+00
6.9126731E-01,2.4594541E+01,6.6993222E+01,4.5126630E-01,-4.2595594E+00,9.0234210E-02,0.0000000E+00,2.3341296E+02,6.8885944E+02,2.0000000E-01,1.0000000E+00
6.9226731E-01,2.4661575E+01,6.7075808E+01,4.4701235E-01,-4.2483087E+00,9.0234210E-02,0.0000000E+00,2.3410217E+02,6.8954910E+02,2.0000000E-01,1.0000000E+00
6.9326731E-01,2.4728693E+01,6.7158375E+01,4.4276978E-01,-4.2367801E+00,9.0234210E-02,0.0000000E+00,2.3479206E+02,6.9023589E+02,2.0000000E-01,1.0000000E+00
6.9426731E-01,2.4795892E+01,6.7240923E+01,4.3853888E-01,-4.2249737E+00,9.0234210E-02,0.0000000E+00,2.3548264E+02,6.9091981E+02,2.0000000E-01,1.0000000E+00
6.9526731E-01,2.4863174E+01,6.7323452E+01,4.3431992E-01,-4.2128900E+00,9.0234210E-02,0.0000000E+00,2.3617390E+02,6.9160086E+02,2.0000000E-01,1.0000000E+00
6.9626731E-01,2.4930539E+01,6.7405962E+01,4.3011319E-01,-4.2005293E+00,9.0234210E-02,0.0000000E+00,2.3686584E+02,6.9227905E+02,2.0000000E-01,1.0000000E+00
6.9726731E-01,2.4997986E+01,6.7488452E+01,4.2591896E-01,-4.1878919E+00,9.0234210E-02,0.0000000E+00,2.3755846E+02,6.9295437E+02,2.0000000E-01,1.0000000E+00
6.9826731E-01,2.5065516E+01,6.7570923E+01,4.2173750E-01,-4.1749782E+00,9.0234210E-02,0.0000000E+00,2.3825175E+02,6.9362684E+02,2.0000000E-01,1.0000000E+00
6.9926731E-01,2.5133128E+01,6.7653375E+01,4.1756909E-01,-4.1617887E+00,9.0234210E-02,0.0000000E+00,2.3894571E+02,6.9429646E+02,2.0000000E-01,1.0000000E+00
7.0026731E-01,2.5200823E+01,6.7735808E+01,4.1341401E-01,-4.1483239E+00,9.0234210E-02,0.0000000E+00,2.3964034E+02,6.9496323E+02,2.0000000E-01,1.0000000E+00
7.0126731E-01,2.5268600E+01,6.7818221E+01,4.0927254E-01,-4.1345841E+00,9.0234210E-02,0.0000000E+00,2.4033563E+02,6.9562716E+02,2.0000000E-01,1.0000000E+00
7.0226731E-01,2.5336459E+01,6.7900616E+01,4.0514494E-01,-4.1205700E+00,9.0234210E-02,0.0000000E+00,2.4103159E+02,6.9628825E+02,2.0000000E-01,1.0000000E+00
7.0326731E-01,2.5404401E+01,6.7982991E+01,4.0103149E-01,-4.1062821E+00,9.0234210E-02,0.0000000E+00,2.4172821E+02,6.9694650E+02,2.0000000E-01,1.0000000E+00
7.0426731E-01,2.5472425E+01,6.8065347E+01,3.9693246E-01,-4.0917209E+00,9.0234210E-02,0.0000000E+00,2.4242548E+02,6.9760193E+02,2.0000000E-01,1.0000000E+00
7.0526731E-01,2.5540532E+01,6.8147684E+01,3.9284814E-01,-4.0768871E+00,9.0234210E-02,0.0000000E+00,2.4312341E+02,6.9825454E+02,2.0000000E-01,1.0000000E+00
7.0626731E-01,2.5608720E+01,6.8230001E+01,3.8877878E-01,-4.0617812E+00,9.0234210E-02,0.0000000E+00,2.4382199E+02,6.9890433E+02,2.0000000E-01,1.0000000E+00
7.0726731E-01,2.5676992E+01,6.8312300E+01,3.8472467E-01,-4.0464039E+00,9.0234210E-02,0.0000000E+00,2.4452122E+02,6.9955131E+02,2.0000000E-01,1.0000000E+00
7.0826731E-01,2.5745345E+01,6.8394579E+01,3.8068606E-01,-4.0307560E+00,9.0234210E-02,0.0000000E+00,2.4522109E+02,7.0019549E+02,2.0000000E-01,1.0000000E+00
7.0926731E-01,2.5813781E+01,6.8476839E+01,3.7666324E-01,-4.0148381E+00,9.0234210E-02,0.0000000E+00,2.4592161E+02,7.0083687E+02,2.0000000E-01,1.0000000E+00
7.1026731E-01,2.5882299E+01,6.8559079E+01,3.7265648E-01,-3.9986509E+00,9.0234210E-02,0.0000000E+00,2.4662277E+02,7.0147546E+02,2.0000000E-01,1.0000000E+00
7.1126731E-01,2.5950899E+01,6.8641300E+01,3.6866603E-01,-3.9821953E+00,9.0234210E-02,0.0000000E+00,2.4732456E+02,7.0211127E+02,2.0000000E-01,1.0000000E+00
7.1226731E-01,2.6019581E+01,6.8723502E+01,3.6469218E-01,-3.9654720E+00,9.0234210E-02,0.0000000E+00,2.4802699E+02,7.0274431E+02,2.0000000E-01,1.0000000E+00
7.1326731E-01,2.6088346E+01,6.8805685E+01,3.6073518E-01,-3.9484818E+00,9.0234210E-02,0.0000000E+00,2.4873005E+02,7.0337457E+02,2.0000000E-01,1.0000000E+00
7.1426731E-01,2.6157193E+01,6.8887848E+01,3.5679530E-01,-3.9312256E+00,9.0234210E-02,0.0000000E+00,2.4943374E+02,7.0400208E+02,2.0000000E-01,1.0000000E+00
7.1526731E-01,2.6226122E+01,6.8969992E+01,3.5287281E-01,-3.9137043E+00,9.0234210E-02,0.0000000E+00,2.5013805E+02,7.0462684E+02,2.0000000E-01,1.0000000E+00
7.1626731E-01,2.6295133E+01,6.9052116E+01,3.4896798E-01,-3.8959188E+00,9.0234210E-02,0.0000000E+00,2.5084299E+02,7.0524886E+02,2.0000000E-01,1.0000000E+00
7.1726731E-01,2.6364226E+01,6.9134221E+01,3.4508106E-01,-3.8778699E+00,9.0234210E-02,0.0000000E+00,2.5154855E+02,7.0586814E+02,2.0000000E-01,1.0000000E+00
7.1826731E-01,2.6433401E+01,6.9216306E+01,3.4121233E-01,-3.8595588E+00,9.0234210E-02,0.0000000E+00,2.5225472E+02,7.0648470E+02,2.0000000E-01,1.0000000E+00
7.1926731E-01,2.6502658E+01,6.9298372E+01,3.3736203E-01,-3.8409863E+00,9.0234210E-02,0.0000000E+00,2.5296152E+02,7.0709854E+02,2.0000000E-01,1.0000000E+00
7.2026731E-01,2.6571998E+01,6.9380418E+01,3.3353044E-01,-3.8221534E+00,9.0234210E-02,0.0000000E+00,2.5366892E+02,7.0770968E+02,2.0000000E-01,1.0000000E+00
7.2126731E-01,2.6641419E+01,6.9462445E+01,3.2971781E-01,-3.8030613E+00,9.0234210E-02,0.0000000E+00,2.5437693E+02,7.0831812E+02,2.0000000E-01,1.0000000E+00
7.2226731E-01,2.6710923E+01,6.9544452E+01,3.2592441E-01,-3.7837109E+00,9.0234210E-02,0.0000000E+00,2.5508556E+02,7.0892387E+02,2.0000000E-01,1.0000000E+00
7.2326731E-01,2.6780508E+01,6.9626440E+01,3.2215048E-01,-3.7641034E+00,9.0234210E-02,0.0000000E+00,2.5579478E+02,7.0952695E+02,2.0000000E-01,1.0000000E+00
7.2426731E-01,2.6850176E+01,6.9708407E+01,3.1839628E-01,-3.7442399E+00,9.0234210E-02,0.0000000E+00,2.5650461E+02,7.1012736E+02,2.0000000E-01,1.0000000E+00
7.2526731E-01,2.6919925E+01,6.9790355E+01,3.1466208E-01,-3.7241215E+00,9.0234210E-02,0.0000000E+00,2.5721503E+02,7.1072512E+02,2.0000000E-01,1.0000000E+00
7.2626731E-01,2.6989756E+01,6.9872283E+01,3.1094813E-01,-3.7037494E+00,9.0234210E-02,0.0000000E+00,2.5792606E+02,7.1132023E+02,2.0000000E-01,1.0000000E+00
7.2726731E-01,2.7059670E+01,6.9954191E+01,3.0725467E-01,-3.6831249E+00,9.0234210E-02,0.0000000E+00,2.5863767E+02,7.1191271E+02,2.0000000E-01,1.0000000E+00
7.2826731E-01,2.7129665E+01,7.0036079E+01,3.0358196E-01,-3.6622490E+00,9.0234210E-02,0.0000000E+00,2.5934988E+02,7.1250257E+02,2.0000000E-01,1.0000000E+00
7.2926731E-01,2.7199742E+01,7.0117948E+01,2.9993025E-01,-3.6411232E+00,9.0234210E-02,0.0000000E+00,2.6006268E+02,7.1308981E+02,2.0000000E-01,1.0000000E+00
7.3026731E-01,2.7269901E+01,7.0199796E+01,2.9629980E-01,-3.6197486E+00,9.0234210E-02,0.0000000E+00,2.6077606E+02,7.1367446E+02,2.0000000E-01,1.0000000E+00
7.3126731E-01,2.7340141E+01,7.0281624E+01,2.9269084E-01,-3.5981266E+00,9.0234210E-02,0.0000000E+00,2.6149003E+02,7.1425652E+02,2.0000000E-01,1.0000000E+00
7.3226731E-01,2.7410464E+01,7.0363432E+01,2.8910363E-01,-3.5762585E+00,9.0234210E-02,0.0000000E+00,2.6220457E+02,7.1483601E+02,2.0000000E-01,1.0000000E+00
7.3326731E-01,2.7480868E+01,7.0445220E+01,2.8553840E-01,-3.5541456E+00,9.0234210E-02,0.0000000E+00,2.6291970E+02,7.1541294E+02,2.0000000E-01,1.0000000E+00
7.3426731E-01,2.7551354E+01,7.0526987E+01,2.8199542E-01,-3.5317893E+00,9.0234210E-02,0.0000000E+00,2.6363540E+02,7.1598731E+02,2.0000000E-01,1.0000000E+00
7.3526731E-01,2.7621922E+01,7.0608734E+01,2.7847491E-01,-3.5091911E+00,9.0234210E-02,0.0000000E+00,2.6435167E+02,7.1655915E+02,2.0000000E-01,1.0000000E+00
7.3626731E-01,2.7692572E+01,7.0690461E+01,2.7497711E-01,-3.4863523E+00,9.0234210E-02,0.0000000E+00,2.6506852E+02,7.1712847E+02,2.0000000E-01,1.0000000E+00
7.3726731E-01,2.7763303E+01,7.0772167E+01,2.7150228E-01,-3.4632744E+00,9.0234210E-02,0.0000000E+00,2.6578593E+02,7.1769528E+02,2.0000000E-01,1.0000000E+00
7.3826731E-01,2.7834116E+01,7.0853852E+01,2.6805064E-01,-3.4399589E+00,9.0234210E-02,0.0000000E+00,2.6650391E+02,7.1825959E+02,2.0000000E-01,1.0000000E+00
7.3926731E-01,2.7905011E+01,7.0935517E+01,2.6462244E-01,-3.4164073E+00,9.0234210E-02,0.0000000E+00,2.6722245E+02,7.1882142E+02,2.0000000E-01,1.0000000E+00
7.4026731E-01,2.7975987E+01,7.1017161E+01,2.6121791E-01,-3.3926211E+00,9.0234210E-02,0.0000000E+00,2.6794155E+02,7.1938078E+02,2.0000000E-01,1.0000000E+00
7.4126731E-01,2.8047045E+01,7.1098785E+01,2.5783728E-01,-3.3686019E+00,9.0234210E-02,0.0000000E+00,2.6866121E+02,7.1993769E+02,2.0000000E-01,1.0000000E+00
7.4226731E-01,2.8118185E+01,7.1180387E+01,2.5448078E-01,-3.3443511E+00,9.0234210E-02,0.0000000E+00,2.6938142E+02,7.2049215E+02,2.0000000E-01,1.0000000E+00
7.4326731E-01,2.8189406E+01,7.1261969E+01,2.5114865E-01,-3.3198705E+00,9.0234210E-02,0.0000000E+00,2.7010219E+02,7.2104420E+02,2.0000000E-01,1.0000000E+00
7.4426731E-01,2.8260709E+01,7.1343530E+01,2.4784112E-01,-3.2951616E+00,9.0234210E-02,0.0000000E+00,2.7082351E+02,7.2159383E+02,2.0000000E-01,1.0000000E+00
7.4526731E-01,2.8332093E+01,7.1425069E+01,2.4455840E-01,-3.2702261E+00,9.0234210E-02,0.0000000E+00,2.7154538E+02,7.2214107E+02,2.0000000E-01,1.0000000E+00
7.4626731E-01,2.8403559E+01,7.1506587E+01,2.4130074E-01,-3.2450657E+00,9.0234210E-02,0.0000000E+00,2.7226779E+02,7.2268592E+02,2.0000000E-01,1.0000000E+00
7.4726731E-01,2.8475106E+01,7.1588084E+01,2.3806835E-01,-3.2196819E+00,9.0234210E-02,0.0000000E+00,2.7299075E+02,7.2322842E+02,2.0000000E-01,1.0000000E+00
7.4826731E-01,2.8546735E+01,7.1669560E+01,2.3486145E-01,-3.1940766E+00,9.0234210E-02,0.0000000E+00,2.7371425E+02,7.2376856E+02,2.0000000E-01,1.0000000E+00
7.4926731E-01,2.8618445E+01,7.1751014E+01,2.3168027E-01,-3.1682515E+00,9.0234210E-02,0.0000000E+00,2.7443828E+02,7.2430637E+02,2.0000000E-01,1.0000000E+00
7.5026731E-01,2.8690237E+01,7.1832447E+01,2.2852502E-01,-3.1422083E+00,9.0234210E-02,0.0000000E+00,2.7516286E+02,7.2484187E+02,2.0000000E-01,1.0000000E+00
7.5126731E-01,2.8762110E+01,7.1913858E+01,2.2539592E-01,-3.1159487E+00,9.0234210E-02,0.0000000E+00,2.7588797E+02,7.2537506E+02,2.0000000E-01,1.0000000E+00
7.5226731E-01,2.8834065E+01,7.1995247E+01,2.2229319E-01,-3.0894747E+00,9.0234210E-02,0.0000000E+00,2.7661361E+02,7.2590597E+02,2.0000000E-01,1.0000000E+00
7.5326731E-01,2.8906101E+01,7.2076614E+01,2.1921704E-01,-3.0627879E+00,9.0234210E-02,0.0000000E+00,2.7733978E+02,7.2643462E+02,2.0000000E-01,1.0000000E+00
7.5426731E-01,2.8978218E+01,7.2157960E+01,2.1616769E-01,-3.0358902E+00,9.0234210E-02,0.0000000E+00,2.7806648E+02,7.2696101E+02,2.0000000E-01,1.0000000E+00
7.5526731E-01,2.9050416E+01,7.2239283E+01,2.1314533E-01,-3.0087836E+00,9.0234210E-02,0.0000000E+00,2.7879370E+02,7.2748517E+02,2.0000000E-01,1.0000000E+00
7.5626731E-01,2.9122696E+01,7.2320585E+01,2.1015019E-01,-2.9814698E+00,9.0234210E-02,0.0000000E+00,2.7952145E+02,7.2800711E+02,2.0000000E-01,1.0000000E+00
7.5726731E-01,2.9195058E+01,7.2401864E+01,2.0718246E-01,-2.9539508E+00,9.0234210E-02,0.0000000E+00,2.8024971E+02,7.2852685E+02,2.0000000E-01,1.0000000E+00
7.5826731E-01,2.9267500E+01,7.2483120E+01,2.0424236E-01,-2.9262284E+00,9.0234210E-02,0.0000000E+00,2.8097850E+02,7.2904441E+02,2.0000000E-01,1.0000000E+00
7.5926731E-01,2.9340024E+01,7.2564355E+01,2.0133007E-01,-2.8983046E+00,9.0234210E-02,0.0000000E+00,2.8170780E+02,7.2955981E+02,2.0000000E-01,1.0000000E+00
7.6026731E-01,2.9412629E+01,7.2645567E+01,1.9844581E-01,-2.8701815E+00,9.0234210E-02,0.0000000E+00,2.8243762E+02,7.3007306E+02,2.0000000E-01,1.0000000E+00
7.6126731E-01,2.9485315E+01,7.2726756E+01,1.9558977E-01,-2.8418608E+00,9.0234210E-02,0.0000000E+00,2.8316795E+02,7.3058418E+02,2.0000000E-01,1.0000000E+00
7.6226731E-01,2.9558082E+01,7.2807922E+01,1.9276216E-01,-2.8133447E+00,9.0234210E-02,0.0000000E+00,2.8389879E+02,7.3109320E+02,2.0000000E-01,1.0000000E+00
7.6326731E-01,2.9630931E+01,7.2889065E+01,1.8996315E-01,-2.7846352E+00,9.0234210E-02,0.0000000E+00,2.8463013E+02,7.3160012E+02,2.0000000E-01,1.0000000E+00
7.6426731E-01,2.9703860E+01,7.2970186E+01,1.8719295E-01,-2.7557342E+00,9.0234210E-02,0.0000000E+00,2.8536199E+02,7.3210497E+02,2.0000000E-01,1.0000000E+00
7.6526731E-01,2.9776871E+01,7.3051283E+01,1.8445174E-01,-2.7266438E+00,9.0234210E-02,0.0000000E+00,2.8609434E+02,7.3260776E+02,2.0000000E-01,1.0000000E+00
7.6626731E-01,2.9849963E+01,7.3132357E+01,1.8173972E-01,-2.6973661E+00,9.0234210E-02,0.0000000E+00,2.8682720E+02,7.3310852E+02,2.0000000E-01,1.0000000E+00
7.6726731E-01,2.9923136E+01,7.3213408E+01,1.7905707E-01,-2.6679032E+00,9.0234210E-02,0.0000000E+00,2.8756056E+02,7.3360726E+02,2.0000000E-01,1.0000000E+00
7.6826731E-01,2.9996390E+01,7.3294435E+01,1.7640398E-01,-2.6382572E+00,9.0234210E-02,0.0000000E+00,2.8829441E+02,7.3410401E+02,2.0000000E-01,1.0000000E+00
7.6926731E-01,3.0069725E+01,7.3375439E+01,1.7378062E-01,-2.6084302E+00,9.0234210E-02,0.0000000E+00,2.8902877E+02,7.3459878E+02,2.0000000E-01,1.0000000E+00
7.7026731E-01,3.0143141E+01,7.3456419E+01,1.7118718E-01,-2.5784243E+00,9.0234210E-02,0.0000000E+00,2.8976361E+02,7.3509158E+02,2.0000000E-01,1.0000000E+00
7.7126731E-01,3.0216638E+01,7.3537375E+01,1.6862383E-01,-2.5482417E+00,9.0234210E-02,0.0000000E+00,2.9049895E+02,7.3558245E+02,2.0000000E-01,1.0000000E+00
7.7226731E-01,3.0290215E+01,7.3618308E+01,1.6609075E-01,-2.5178845E+00,9.0234210E-02,0.0000000E+00,2.9123478E+02,7.3607141E+02,2.0000000E-01,1.0000000E+00
7.7326731E-01,3.0363874E+01,7.3699216E+01,1.6358812E-01,-2.4873549E+00,9.0234210E-02,0.0000000E+00,2.9197109E+02,7.3655846E+02,2.0000000E-01,1.0000000E+00
7.7426731E-01,3.0437614E+01,7.3780100E+01,1.6111610E-01,-2.4566552E+00,9.0234210E-02,0.0000000E+00,2.9270789E+02,7.3704363E+02,2.0000000E-01,1.0000000E+00
7.7526731E-01,3.0511434E+01,7.3860959E+01,1.5867486E-01,-2.4257875E+00,9.0234210E-02,0.0000000E+00,2.9344518E+02,7.3752694E+02,2.0000000E-01,1.0000000E+00
7.7626731E-01,3.0585336E+01,7.3941795E+01,1.5626458E-01,-2.3947541E+00,9.0234210E-02,0.0000000E+00,2.9418294E+02,7.3800842E+02,2.0000000E-01,1.0000000E+00
7.7726731E-01,3.0659318E+01,7.4022605E+01,1.5388541E-01,-2.3635572E+00,9.0234210E-02,0.0000000E+00,2.9492119E+02,7.3848808E+02,2.0000000E-01,1.0000000E+00
7.7826731E-01,3.0733381E+01,7.4103391E+01,1.5153752E-01,-2.3321991E+00,9.0234210E-02,0.0000000E+00,2.9565992E+02,7.3896594E+02,2.0000000E-01,1.0000000E+00
7.7926731E-01,3.0807525E+01,7.4184152E+01,1.4922107E-01,-2.3006820E+00,9.0234210E-02,0.0000000E+00,2.9639912E+02,7.3944202E+02,2.0000000E-01,1.0000000E+00
7.8026731E-01,3.0881749E+01,7.4264888E+01,1.4693621E-01,-2.2690083E+00,9.0234210E-02,0.0000000E+00,2.9713880E+02,7.3991635E+02,2.0000000E-01,1.0000000E+00
7.8126731E-01,3.0956054E+01,7.4345600E+01,1.4468310E-01,-2.2371802E+00,9.0234210E-02,0.0000000E+00,2.9787896E+02,7.4038894E+02,2.0000000E-01,1.0000000E+00
7.8226731E-01,3.1030440E+01,7.4426285E+01,1.4246190E-01,-2.2052001E+00,9.0234210E-02,0.0000000E+00,2.9861958E+02,7.4085982E+02,2.0000000E-01,1.0000000E+00
7.8326731E-01,3.1104907E+01,7.4506946E+01,1.4027275E-01,-2.1730702E+00,9.0234210E-02,0.0000000E+00,2.9936068E+02,7.4132900E+02,2.0000000E-01,1.0000000E+00
7.8426731E-01,3.1179454E+01,7.4587581E+01,1.3811581E-01,-2.1407930E+00,9.0234210E-02,0.0000000E+00,3.0010224E+02,7.4179651E+02,2.0000000E-01,1.0000000E+00
7.8526731E-01,3.1254082E+01,7.4668190E+01,1.3599121E-01,-2.1083708E+00,9.0234210E-02,0.0000000E+00,3.0084427E+02,7.4226238E+02,2.0000000E-01,1.0000000E+00
